time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,characteristic_grouping,pupil_characteristic,setting_type,pupils
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Placement Reason,Off-site placement for behavioural support,Education setting with URN,53
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,Peterborough,874,Placement Reason,Off-site placement for behavioural support,Education setting with URN,12
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,937,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,5
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Placement Reason,Other,Work based placement,10
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,11
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Other,Registered provider with UKPRN,3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,895,Placement Reason,Off-site placement for behavioural support,One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Placement Reason,Other,Education setting with URN,4
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,811,Placement Reason,Other,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,355,Placement Reason,Medical condition (mental health need),One on one tuition,5
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,Placement Reason,Medical condition (mental health need),Education setting with URN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,343,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,12
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Placement Reason,Medical condition (mental health need),One on one tuition,2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Placement Reason,Medical condition (physical health need),Education setting with URN,6
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Placement Reason,Medical condition (physical health need),One on one tuition,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Placement Reason,Off-site placement for behavioural support,Education setting with URN,18
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,Plymouth,879,Placement Reason,Off-site placement for behavioural support,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,Placement Reason,Medical condition (mental health need),Education setting with URN,13
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,Luton,821,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,35
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Placement Reason,Off-site placement for behavioural support,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,320,Placement Reason,Off-site placement for behavioural support,Education setting with URN,11
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,888,Placement Reason,Off-site placement for behavioural support,One on one tuition,15
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,Placement Reason,Off-site placement for behavioural support,Education setting with URN,122
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,Wiltshire,865,Placement Reason,Other,Registered provider with UKPRN,43
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,Merton,315,Placement Reason,Other,Education setting with URN,6
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,857,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,Darlington,841,Placement Reason,Other,Education setting with URN,6
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,391,Placement Reason,Off-site placement for behavioural support,One on one tuition,10
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,335,Placement Reason,Other,Other unregistered provider,52
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,336,Placement Reason,Suspension,Other unregistered provider,4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,803,Placement Reason,Medical condition (mental health need),Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,Placement Reason,Other,Education setting with URN,18
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Placement Reason,Other,Work based placement,1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,909,Placement Reason,Other,Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,Placement Reason,Other,Other unregistered provider,37
202223,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,Wiltshire,865,Placement Reason,Medical condition (physical health need),One on one tuition,4
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Placement Reason,Other,Education setting with URN,8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Placement Reason,Off-site placement for behavioural support,Work based placement,3
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,Doncaster,371,Placement Reason,Other,Education setting with URN,22
202223,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,Placement Reason,Other,Non-maintained further education college,10
202223,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,South Tyneside,393,Placement Reason,Medical condition (physical health need),Registered provider with UKPRN,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,Placement Reason,Medical condition (mental health need),Total,12
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,Placement Reason,Medical condition (physical health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,Placement Reason,Off-site placement for behavioural support,Total,13
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,Placement Reason,Other,Total,14
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,Greenwich,203,Placement Reason,Medical condition (mental health need),Total,10
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,Greenwich,203,Placement Reason,Off-site placement for behavioural support,Total,44
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,Greenwich,203,Placement Reason,Other,Total,9
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,Greenwich,203,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Placement Reason,Medical condition (mental health need),Total,8
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Placement Reason,Off-site placement for behavioural support,Total,44
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Placement Reason,Other,Total,27
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Placement Reason,Permanent exclusion (where still going through the review process),Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,Hackney,204,Placement Reason,Suspension,Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,205,Placement Reason,Medical condition (physical health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,205,Placement Reason,Off-site placement for behavioural support,Total,13
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,205,Placement Reason,Other,Total,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,205,Placement Reason,Suspension,Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Placement Reason,Medical condition (mental health need),Total,11
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Placement Reason,Medical condition (physical health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Placement Reason,Off-site placement for behavioural support,Total,45
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Placement Reason,Other,Total,13
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,Islington,206,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,Placement Reason,Medical condition (mental health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,Placement Reason,Off-site placement for behavioural support,Total,12
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,Placement Reason,Other,Total,19
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Placement Reason,Medical condition (mental health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Placement Reason,Off-site placement for behavioural support,Total,32
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Placement Reason,Other,Total,9
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Placement Reason,Suspension,Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Placement Reason,Medical condition (mental health need),Total,4
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Placement Reason,Medical condition (physical health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Placement Reason,Off-site placement for behavioural support,Total,37
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Placement Reason,Other,Total,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Placement Reason,Medical condition (mental health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Placement Reason,Off-site placement for behavioural support,Total,40
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Placement Reason,Other,Total,13
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Placement Reason,Medical condition (mental health need),Total,8
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Placement Reason,Off-site placement for behavioural support,Total,19
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Placement Reason,Other,Total,14
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Placement Reason,Medical condition (mental health need),Total,8
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Placement Reason,Off-site placement for behavioural support,Total,30
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Placement Reason,Other,Total,7
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,Westminster,213,Placement Reason,Medical condition (mental health need),Total,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,Westminster,213,Placement Reason,Off-site placement for behavioural support,Total,16
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,Westminster,213,Placement Reason,Other,Total,7
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,Placement Reason,Medical condition (mental health need),Total,8
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,Placement Reason,Medical condition (physical health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,Placement Reason,Off-site placement for behavioural support,Total,57
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,Placement Reason,Other,Total,12
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Placement Reason,Medical condition (mental health need),Total,24
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Placement Reason,Medical condition (physical health need),Total,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Placement Reason,Off-site placement for behavioural support,Total,44
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Placement Reason,Other,Total,34
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Placement Reason,Medical condition (mental health need),Total,15
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Placement Reason,Off-site placement for behavioural support,Total,38
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Placement Reason,Other,Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Placement Reason,Permanent exclusion (where still going through the review process),Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Placement Reason,Medical condition (mental health need),Total,10
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Placement Reason,Off-site placement for behavioural support,Total,33
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Placement Reason,Other,Total,6
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Placement Reason,Suspension,Total,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Placement Reason,Medical condition (mental health need),Total,12
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Placement Reason,Off-site placement for behavioural support,Total,33
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Placement Reason,Other,Total,55
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Placement Reason,Medical condition (mental health need),Total,22
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Placement Reason,Off-site placement for behavioural support,Total,54
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Placement Reason,Other,Total,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Placement Reason,Medical condition (mental health need),Total,20
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Placement Reason,Medical condition (physical health need),Total,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Placement Reason,Off-site placement for behavioural support,Total,41
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Placement Reason,Other,Total,34
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Placement Reason,Permanent exclusion (where still going through the review process),Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Placement Reason,Medical condition (mental health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Placement Reason,Off-site placement for behavioural support,Total,30
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Placement Reason,Other,Total,12
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,Enfield,308,Placement Reason,Suspension,Total,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Placement Reason,Medical condition (mental health need),Total,13
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Placement Reason,Off-site placement for behavioural support,Total,21
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Placement Reason,Other,Total,7
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,Haringey,309,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Placement Reason,Medical condition (mental health need),Total,8
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Placement Reason,Medical condition (physical health need),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Placement Reason,Off-site placement for behavioural support,Total,34
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Placement Reason,Other,Total,5
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Placement Reason,Medical condition (mental health need),Total,33
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Placement Reason,Medical condition (physical health need),Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Placement Reason,Off-site placement for behavioural support,Total,35
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Placement Reason,Other,Total,12
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,Havering,311,Placement Reason,Suspension,Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,Hillingdon,312,Placement Reason,Medical condition (mental health need),Total,6
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,Hillingdon,312,Placement Reason,Off-site placement for behavioural support,Total,16
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,Hillingdon,312,Placement Reason,Other,Total,9
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,Hillingdon,312,Placement Reason,Permanent exclusion (where still going through the review process),Total,1
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,Hillingdon,312,Placement Reason,Suspension,Total,2
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,Hounslow,313,Placement Reason,Medical condition (mental health need),Total,17
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,Hounslow,313,Placement Reason,Off-site placement for behavioural support,Total,25
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,Hounslow,313,Placement Reason,Other,Total,14
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Placement Reason,Medical condition (mental health need),Total,23
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Placement Reason,Medical condition (physical health need),Total,3
202223,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,Placement Reason,Off-site placement for behavioural support,Total,18
